gid,path,cite_gid,cite_path,category,same_group,label
1000289808,1000289808/1000289808.jpg,1000400231,1000400231/1000400231.jpg,3,124_A,717
1000266291,1000266291/1000266291.jpg,1000206509,1000206509/1000206509.jpg,3,016_I,374
1000485598,1000485598/1000485598.jpg,1000423794,1000423794/1000423794.jpg,3,004_D,107
1000097009,1000097009/1000097009.jpg,1000627155,1000627155/1000627155.jpg,2,004_A,104
1000337548,1000337548/1000337548.jpg,1000369541,1000369541/1000369541.jpg,2,039_NC,515
1000019705,1000019705/1000019705.jpg,1000721953,1000721953/1000721953.jpg,2,024_D,449
1000713762,1000713762/1000713762.jpg,1000566704,1000566704/1000566704.jpg,2,013_K,314
1000415998,1000415998/1000415998.jpg,1000370905,1000370905/1000370905.jpg,3,011_E,291
1000312727,1000312727/1000312727.jpg,1000229739,1000229739/1000229739.jpg,2,018_D,396
1000133220,1000133220/1000133220.jpg,1000513993,1000513993/1000513993.jpg,4,145_A,796
1000753085,1000753085/1000753085.jpg,1000533575,1000533575/1000533575.jpg,2,038_C,505
1000159722,1000159722/1000159722.jpg,1000073995,1000073995/1000073995.jpg,3,007_Y,251
1000482666,1000482666/1000482666.jpg,1000125953,1000125953/1000125953.jpg,2,018_L,404
1000282593,1000282593/1000282593.jpg,1000587011,1000587011/1000587011.jpg,2,138_NB,762
1000470297,1000470297/1000470297.jpg,1000130621,1000130621/1000130621.jpg,3,002_A,81
1000311434,1000311434/1000311434.jpg,1000249821,1000249821/1000249821.jpg,3,121_B,706
1000380667,1000380667/1000380667.jpg,1000675441,1000675441/1000675441.jpg,4,007_P,243
1000361971,1000361971/1000361971.jpg,1000386836,1000386836/1000386836.jpg,5,010_A,278
1000375089,1000375089/1000375089.jpg,1000757473,1000757473/1000757473.jpg,2,021_NC,431
1000223595,1000223595/1000223595.jpg,1000449560,1000449560/1000449560.jpg,2,012_A,295
1000382522,1000382522/1000382522.jpg,1000346802,1000346802/1000346802.jpg,4,004_A,104
1000596518,1000596518/1000596518.jpg,1000246322,1000246322/1000246322.jpg,3,140_A,766
1000672567,1000672567/1000672567.jpg,1000001291,1000001291/1000001291.jpg,3,023_A,439
1000514605,1000514605/1000514605.jpg,1000423572,1000423572/1000423572.jpg,3,009_A,261
1000098072,1000098072/1000098072.jpg,1000106120,1000106120/1000106120.jpg,3,016_F,371
1000510471,1000510471/1000510471.jpg,1000645122,1000645122/1000645122.jpg,3,023_B,440
1000374219,1000374219/1000374219.jpg,1000719559,1000719559/1000719559.jpg,3,117_A,697
1000343663,1000343663/1000343663.jpg,1000348515,1000348515/1000348515.jpg,3,021_B,424
1000097298,1000097298/1000097298.jpg,1000771861,1000771861/1000771861.jpg,2,130_A,736
1000226191,1000226191/1000226191.jpg,1000377847,1000377847/1000377847.jpg,4,003_E,86
1000591092,1000591092/1000591092.jpg,1000456414,1000456414/1000456414.jpg,4,054_A,552
1000243094,1000243094/1000243094.jpg,1000081699,1000081699/1000081699.jpg,4,009_C,263
1000763021,1000763021/1000763021.jpg,1000291127,1000291127/1000291127.jpg,2,056_A,556
1000693115,1000693115/1000693115.jpg,1000441458,1000441458/1000441458.jpg,2,070_A,606
1000131646,1000131646/1000131646.jpg,1000811236,1000811236/1000811236.jpg,3,031_B,473
1000639456,1000639456/1000639456.jpg,1000640283,1000640283/1000640283.jpg,5,003_O,103
1000763692,1000763692/1000763692.jpg,1000774388,1000774388/1000774388.jpg,3,007_Q,244
1000758439,1000758439/1000758439.jpg,1000309801,1000309801/1000309801.jpg,4,030_C,469
1000816498,1000816498/1000816498.jpg,1000799528,1000799528/1000799528.jpg,2,004_G,110
1000736099,1000736099/1000736099.jpg,1000198014,1000198014/1000198014.jpg,3,065_A,585
1000152222,1000152222/1000152222.jpg,1000309575,1000309575/1000309575.jpg,2,004_H,111
1000610201,1000610201/1000610201.jpg,1000189144,1000189144/1000189144.jpg,2,007_O,242
1000260359,1000260359/1000260359.jpg,1000449568,1000449568/1000449568.jpg,3,015_A,352
1000645467,1000645467/1000645467.jpg,1000079492,1000079492/1000079492.jpg,4,112_B,688
1000673858,1000673858/1000673858.jpg,1000229350,1000229350/1000229350.jpg,3,114_A,692
1000599049,1000599049/1000599049.jpg,1000806277,1000806277/1000806277.jpg,4,156_A,844
1000319635,1000319635/1000319635.jpg,1000084824,1000084824/1000084824.jpg,3,031_NB,477
1000711586,1000711586/1000711586.jpg,1000310507,1000310507/1000310507.jpg,3,063_B,578
1000337261,1000337261/1000337261.jpg,1000337723,1000337723/1000337723.jpg,3,063_A,577
1000858418,1000858418/1000858418.jpg,1000295512,1000295512/1000295512.jpg,4,007_NBJ,218
1000049826,1000049826/1000049826.jpg,1000417317,1000417317/1000417317.jpg,3,100_A,667
1000005956,1000005956/1000005956.jpg,1000063588,1000063588/1000063588.jpg,2,039_E,511
1000462737,1000462737/1000462737.jpg,1000556107,1000556107/1000556107.jpg,3,007_S,246
1000161037,1000161037/1000161037.jpg,1000213494,1000213494/1000213494.jpg,3,004_A,104
1000056066,1000056066/1000056066.jpg,1000523593,1000523593/1000523593.jpg,3,006_NA,127
1000156562,1000156562/1000156562.jpg,1000298169,1000298169/1000298169.jpg,3,014_C,343
1000840527,1000840527/1000840527.jpg,1000133433,1000133433/1000133433.jpg,4,145_G,802
1000378958,1000378958/1000378958.jpg,1000786261,1000786261/1000786261.jpg,2,016_F,371
1000098180,1000098180/1000098180.jpg,1000066641,1000066641/1000066641.jpg,3,011_D,290
1000796325,1000796325/1000796325.jpg,1000578307,1000578307/1000578307.jpg,3,095_NA,662
1000321307,1000321307/1000321307.jpg,1000071838,1000071838/1000071838.jpg,3,059_A,568
1000846729,1000846729/1000846729.jpg,1000241626,1000241626/1000241626.jpg,3,079_A,634
1000448397,1000448397/1000448397.jpg,1000377761,1000377761/1000377761.jpg,2,020_NA,419
1000232573,1000232573/1000232573.jpg,1000685333,1000685333/1000685333.jpg,3,015_A,352
1000337344,1000337344/1000337344.jpg,1000420817,1000420817/1000420817.jpg,3,038_B,504
1000154527,1000154527/1000154527.jpg,1000319539,1000319539/1000319539.jpg,4,163_D,854
1000100454,1000100454/1000100454.jpg,1000432360,1000432360/1000432360.jpg,2,036_B,499
1000682245,1000682245/1000682245.jpg,1000344592,1000344592/1000344592.jpg,2,016_J,375
1000730187,1000730187/1000730187.jpg,1000547712,1000547712/1000547712.jpg,2,145_A,796
1000625317,1000625317/1000625317.jpg,1000351073,1000351073/1000351073.jpg,3,004_A,104
1000192195,1000192195/1000192195.jpg,1000600228,1000600228/1000600228.jpg,3,007_I,176
1000519087,1000519087/1000519087.jpg,1000251417,1000251417/1000251417.jpg,3,091_NB,655
1000473409,1000473409/1000473409.jpg,1000037571,1000037571/1000037571.jpg,4,042_A,523
1000252301,1000252301/1000252301.jpg,1000275385,1000275385/1000275385.jpg,2,055_A,554
1000301218,1000301218/1000301218.jpg,1000101660,1000101660/1000101660.jpg,2,007_NL,228
1000564298,1000564298/1000564298.jpg,1000132055,1000132055/1000132055.jpg,3,036_C,500
1000729028,1000729028/1000729028.jpg,1000627155,1000627155/1000627155.jpg,3,004_A,104
1000700639,1000700639/1000700639.jpg,1000616126,1000616126/1000616126.jpg,2,004_A,104
1000426548,1000426548/1000426548.jpg,1000169190,1000169190/1000169190.jpg,3,001_I,13
1000549174,1000549174/1000549174.jpg,1000454186,1000454186/1000454186.jpg,2,007_NAG,188
1000754933,1000754933/1000754933.jpg,1000273394,1000273394/1000273394.jpg,3,007_AN,165
1000162557,1000162557/1000162557.jpg,1000626614,1000626614/1000626614.jpg,3,016_C,368
1000118640,1000118640/1000118640.jpg,1000693105,1000693105/1000693105.jpg,3,007_Q,244
1000249792,1000249792/1000249792.jpg,1000690153,1000690153/1000690153.jpg,2,121_A,705
1000675696,1000675696/1000675696.jpg,1000811254,1000811254/1000811254.jpg,3,007_I,176
1000082374,1000082374/1000082374.jpg,1000378899,1000378899/1000378899.jpg,2,002_A,81
1000791932,1000791932/1000791932.jpg,1000759045,1000759045/1000759045.jpg,3,006_A,124
1000617830,1000617830/1000617830.jpg,1000344843,1000344843/1000344843.jpg,2,004_B,105
1000641639,1000641639/1000641639.jpg,1000812185,1000812185/1000812185.jpg,2,002_A,81
1000540835,1000540835/1000540835.jpg,1000263720,1000263720/1000263720.jpg,3,016_L,377
1000339027,1000339027/1000339027.jpg,1000445442,1000445442/1000445442.jpg,2,004_A,104
1000568810,1000568810/1000568810.jpg,1000597789,1000597789/1000597789.jpg,4,145_ND,807
1000232992,1000232992/1000232992.jpg,1000123201,1000123201/1000123201.jpg,3,013_B,305
1000059802,1000059802/1000059802.jpg,1000115466,1000115466/1000115466.jpg,3,007_I,176
1000483924,1000483924/1000483924.jpg,1000519625,1000519625/1000519625.jpg,2,013_E,308
1000623177,1000623177/1000623177.jpg,1000394485,1000394485/1000394485.jpg,3,004_A,104
